Title,Level,Equipment,Desc,BodyPart,Video,
Double-kettlebell push-press,Intermediate,Kettlebells,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Shoulders,None,
Bent-over shoulder rotation,Intermediate,Exercise Ball,"The bent-over shoulder rotation is an upper-body exercise that helps strengthen the muscles around the rotator cuff for a stable shoulder joint. It is usually performed as part of a dynamic warm-up for the shoulders. It can be performed with body weight, light dumbbells or weight plates, or bands.",Shoulders,None,
Incline face-down bar front raise,Intermediate,E-Z Curl Bar,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Shoulders,None,
Incline anti-gravity shoulder press,Intermediate,E-Z Curl Bar,"The incline anti-gravity shoulder press is an upper-body exercise targeting the shoulders and upper back. It works the rear delts and upper-back muscles isometrically to hold the weight up, while dynamically training the lateral and front delts. Because of the challenge of holding the weight up, this press variation is usually performed with relatively light weights for moderate reps, such as 8-12 reps per set or more, as part of upper-body or shoulder training.",Shoulders,None,
Surfer sprawl,Intermediate,Dumbbell,"The surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. The surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank.",Shoulders,None,
Standing palms-in shoulder press,Intermediate,Dumbbell,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Shoulders,None,
King Maker Dumbbell Shrug,Intermediate,Dumbbell,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Shoulders,None,
Standing dumbbell shoulder press,Intermediate,Dumbbell,"The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.",Shoulders,None,
FYR Dumbbell Shoulder Press,Intermediate,Dumbbell,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,Shoulders,None,
Single-dumbbell front raise,Intermediate,Dumbbell,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Shoulders,None,
Single-arm standing shoulder press,Intermediate,Dumbbell,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.",Shoulders,None,
